,Causal Phrase,Sentiment
3881,Excellent service to deliver this product,POSITIVE
3882,thank full to flipcart what they committed for delivery,POSITIVE
3883,flipkart delivery is nice,POSITIVE
3884,Nice product delivery in time,POSITIVE
3885,say thanks to FLIPKART for next day delivery,POSITIVE
3886,very nice delivery,POSITIVE
3887,delivery is  extremely amazing,POSITIVE
3888,good delivery service,POSITIVE
3889,delivery I am purchased Big,NEUTRAL
3890,Thank you Flipkart very fast delivery,POSITIVE
3891,thanks for timely delivery,POSITIVE
3892,simply superb mi  awesome product delivered,POSITIVE
3893,good product good service,POSITIVE
3894,good job both FLIPKART And JEEVES!,POSITIVE
3895,best services,POSITIVE
3896,excellent services,POSITIVE
3897,method of demo is very poor,NEGATIVE
3898,also good packing & good delivery time,POSITIVE
3899,fast delivery,NEUTRAL
3900,fast delivery,NEUTRAL
3901,delivery is very good,POSITIVE
3902,fast delivery,NEUTRAL
3903,bad installation team,NEGATIVE
3904,fast delivery,NEUTRAL
3905,fast delivery,NEUTRAL
3906,fast delivery,NEUTRAL
3907,excellent delivery,POSITIVE
3908,Nice Product delivered,POSITIVE
3909,in time delivery by flipkart thanks,POSITIVE
3910,service not good.. very poor service,POSITIVE
3911,Thanks to Flipkart for quick delivery,POSITIVE
3912,extremely good installation servicenice picture quality,POSITIVE
3913,demo service is poor,NEGATIVE
3914,Flipkart delivery was very fast appreciable,NEUTRAL
3915,Fast delivery,NEUTRAL
3916,excellent service,POSITIVE
3917,excellent service by installation person,POSITIVE
3918,Poor service,NEGATIVE
3919,delivery is good,POSITIVE
3920,delivery is good,POSITIVE
3921,Thank flipkart for Time delivery,POSITIVE
3922,super delivery,POSITIVE
3923,"MI ( including delivery time,installation,product",NEUTRAL
3924,"Good, received in good condition",POSITIVE
3925,Thanks flipkart for faster delivery,POSITIVE
3926,Love It Flipkart Service Very Good Product,POSITIVE
3927,service man for installation very poor,NEGATIVE
3928,installation service is poor,NEGATIVE
3929,super delivery on time,POSITIVE
3930,good product  installation,POSITIVE
3931,product demo,NEUTRAL
3932,delivery really good,POSITIVE
3933,best services,POSITIVE
3934,fast service...flipkart always provide best services,POSITIVE
3935,one thing installation is delayed by technician,NEGATIVE
3936,best delivery,POSITIVE
3937,Installation team is too bad,NEGATIVE
3938,installation service from Jeeves is worst,NEGATIVE
3939,installation process is very bad,NEGATIVE
3940,hope the software update address this,POSITIVE
3941,But Installation Process Is Very Bad,NEGATIVE
3942,Delivery service is very good fast,POSITIVE
3943,Installation is very bad,NEGATIVE
3944,Flipkart installation is very bad,NEGATIVE
3945,installation boy behavior is very bad,NEGATIVE
3946,demo services is slow,NEUTRAL
3947,delivery good,POSITIVE
3948,installation is very bad,NEGATIVE
3949,point it's okOn time delivery,NEUTRAL
3950,best services,POSITIVE
3951,awesome product delivered,POSITIVE
3952,Delivery was on time is excellent,POSITIVE
3953,install nation very bad,NEGATIVE
3954,service is installed is very bad,NEGATIVE
3955,delivery was very quick,NEUTRAL
3956,bad thing with with jeevis the installation team,NEGATIVE
3957,Best Service,POSITIVE
3958,"but team jeeves suck, communication with installation team is very poor",NEGATIVE
3959,technician is very bad installation,NEGATIVE
3960,worst installation guy didn't know how the TV works,NEGATIVE
3961,Also thanks to Flipkart team for timely deliver,POSITIVE
3962,product is excellent flipkart support,POSITIVE
3963,service also super friendly,POSITIVE
3964,Demo was very bad,NEGATIVE
3965,Installation service provided was very bad,NEGATIVE
3966,Good products good service,POSITIVE
3967,service from jeevas (extended warranty) is very bad,NEGATIVE
3968,Good delivery,POSITIVE
3969,worst service,NEGATIVE
3970,Don't expect any demo from instillation guy,NEUTRAL
3971,Worst Jeeves service,NEGATIVE
3972,excellent service,POSITIVE
3973,Good installation  good service technician,POSITIVE
3974,Delivery good,POSITIVE
3975,Quick delivery,NEUTRAL
3976,Good service,POSITIVE
3977,installation process from  flipkart third party service,POSITIVE
3978,.Delivery person Also very go,NEUTRAL
3979,very poor service,NEGATIVE
3980,very poor service,NEGATIVE
3981,It's very fast delivery,NEUTRAL
3982,And so fast delivery,NEUTRAL
3983,fast delivery,NEUTRAL
3984,Worst support by Flipkart team,NEGATIVE
3985,Fast delivery,NEUTRAL
3986,fast delivery,NEUTRAL
3987,delivery experience from Flipkart were really good - ON time,POSITIVE
3988,Flipkart very poor custmerservice product  till date no installation,NEGATIVE
3989,Fatest delivery thanks,POSITIVE
3990,excellent on time delivery,POSITIVE
3991,But technician who came to install tv was very rude,NEGATIVE
3992,Delivery is very good,POSITIVE
3993,good delivery,POSITIVE
3994,After reaching out MI customer service,POSITIVE
3995,Jeeves it's a very poor service,NEGATIVE
3996,good service as delivery&installation,POSITIVE
3997,great customer service,POSITIVE
3998,Delivery good,POSITIVE
3999,Delivery  boy is too good,POSITIVE
4000,demo was very very bad,NEGATIVE
4001,Good delivery,POSITIVE
4002,service is so poor,NEGATIVE
4003,good delivery,POSITIVE
4004,product happy with Jeeves service for installation,POSITIVE
4005,delivery is good,POSITIVE
4006,Superb very fast delivery,POSITIVE
4007,got demo from Ashraf Ali in a best way thanks,POSITIVE
4008,good service of delivery,POSITIVE
4009,Best delivery service,POSITIVE
4010,good delivery,POSITIVE
4011,installationNice product,NEUTRAL
4012,Delivery  is very fast,NEUTRAL
4013,Time thanks To gati courier service,POSITIVE
4014,delivery  partner is too good,POSITIVE
4015,good delivery,POSITIVE
4016,service best,POSITIVE
4017,good delivery,POSITIVE
4018,good delivery,POSITIVE
4019,Great delivery,POSITIVE
4020,Great delivery,POSITIVE
4021,installation service is very very BAD,NEGATIVE
4022,delivery good,POSITIVE
4023,demo is worst,NEGATIVE
4024,service is good,POSITIVE
4025,Awesome service delivery,POSITIVE
4026,nice service,POSITIVE
4027,nice flipkart service,POSITIVE
4028,Also thanks for Flipkart for delivery in time,POSITIVE
4029,It's too fast service for delivery,NEUTRAL
4030,Super product expert delivery,POSITIVE
4031,Thanks to flipkart for early delivery,POSITIVE
4032,thanks to Flipkart for the fastest delivery,POSITIVE
4033,Good Product And services by Jeeves,POSITIVE
4034,service of engineer while installing is very poor,NEGATIVE
4035,Technician work bad,NEGATIVE
4036,Thank you so much flipkart for on time delivery,POSITIVE
4037,demo service is bad,NEGATIVE
4038,demo very very very bad,NEGATIVE
4039,service is very nice abd cooperative,POSITIVE
4040,installation team is very bad,NEGATIVE
4041,Nice service,POSITIVE
4042,Thanks for Flipkart time to time update fr delivery,POSITIVE
4043,nice delivery,POSITIVE
4044,delivery on time and Services also I m happy,POSITIVE
4045,best service,POSITIVE
4046,JeevesSpecial thanks to madhav service,POSITIVE
4047,quality product thanx to flipkart for fast delivery,NEUTRAL
4048,Jeeves sarves good i am satisfied,POSITIVE
4049,thanks to Flipkart timely delivery,POSITIVE
4050,Good behaviour delivery,POSITIVE
4051,verry Good responsible delivery,POSITIVE
4052,flipkart fast delivery,NEUTRAL
4053,Good Led TV Good Service,POSITIVE
4054,delivery good,POSITIVE
4055,Flipkart service very good,POSITIVE
4056,service is best same day of delivery,POSITIVE
4057,nice quick delivery,POSITIVE
4058,fall in love?â¤ï¸ thanks flipcart fast delivery,POSITIVE
4059,demo is very good thank,POSITIVE
4060,demo is very good thank,POSITIVE
4061,best service,POSITIVE
4062,installation happy with the product thank,POSITIVE
4063,"Excellent,On time before delivery",NEUTRAL
4064,flipkart      excellent delivery,POSITIVE
4065,the best service,POSITIVE
4066,Good delivery service,POSITIVE
4067,BEST SERVICE,POSITIVE
4068,awesome service,POSITIVE
4069,other services also super fast,POSITIVE
4070,Thank you so much Flipkart for your prompt delivery,POSITIVE
4071,Excellent services,POSITIVE
4072,best service,POSITIVE
4073,fast delivery,NEUTRAL
4074,delivery very fast,NEUTRAL
4075,worst experience with demo,NEGATIVE
4076,jeeves installation is poor,NEGATIVE
4077,flipkart loved this service,POSITIVE
4078,fast delivery,NEUTRAL
4079,in installation is bad service after 3 working,NEGATIVE
4080,Thanks to FLIPKART on time delivery,POSITIVE
4081,good delivery,POSITIVE
4082,One pro is worth mentioning that the delivery,POSITIVE
4083,nice service,POSITIVE
4084,very poor installation service,NEGATIVE
4085,service is very poor,NEGATIVE
4086,Fast delivery,NEUTRAL
4087,Awesome delivery,POSITIVE
4088,good delivery,POSITIVE
4089,extra smoothie services by flipkart ð¹ð¹ð¹ð¹ð¹,NEUTRAL
4090,good delivery,POSITIVE
4091,also the customer service is very very worst,NEGATIVE
4092,service is excellent,POSITIVE
4093,Installation service not upto mark,NEUTRAL
4094,DELIVERY SUPPEERB JUST ORDER,NEUTRAL
4095,technician in very bad,NEGATIVE
4096,demo serice is bad,NEGATIVE
4097,fast delivery,NEUTRAL
4098,Delivery by flipkart is,NEUTRAL
4099,delivery experience not good,NEGATIVE
4100,service is very nice,POSITIVE
4101,Flipkart fast delivery,NEUTRAL
4102,good delivery,POSITIVE
4103,the team for installation is worst unprofessional,NEGATIVE
4104,great specs along with speedy delivery,POSITIVE
4105,installation is so poor,NEGATIVE
4106,installation guy chandru was too gud to explain,NEUTRAL
4107,worst installationnot clearly,NEGATIVE
4108,good time delivery,POSITIVE
4109,your installation service very poor,NEGATIVE
4110,But App Installation too late,NEUTRAL
4111,installation is worst,NEGATIVE
4112,installation service is very poor,NEGATIVE
4113,"worst TV,not connect directly set of box,",NEGATIVE
4114,Super fast delivery,POSITIVE
4115,ON TIME DELIVERY GOOD SERVICE FROM FLIPKART,POSITIVE
4116,Poor behaviour of the installation person!great,NEGATIVE
4117,flipkart's delivery,NEUTRAL
4118,Delivery of product is good,POSITIVE
4119,Best service,POSITIVE
4120,delivery have been perfect,POSITIVE
4121,But Flipkart support was bad,NEGATIVE
4122,installation from jeeves is like super awesome,POSITIVE
4123,Once again superb technology by Mi Fabulous Delivery,POSITIVE
4124,Flipkart service is great I love,POSITIVE
4125,demo also good finally worth,POSITIVE
4126,for fast Delivery,NEUTRAL
4127,installation demo services bad,NEGATIVE
4128,fast delivery,NEUTRAL
4129,First of all thank you Flikart for your prompt service,POSITIVE
4130,day delivery thanks,POSITIVE
4131,bad experience for Installation of product.Installation person behaviour was very bad,NEGATIVE
4132,fast delivery,NEUTRAL
4133,fast delivery,NEUTRAL
4134,to flipkart for good service,POSITIVE
4135,on the service is very very poor,NEGATIVE
4136,Delivery is very fast,NEUTRAL
4137,Best delivery,POSITIVE
4138,Product is fast delivery,NEUTRAL
4139,EXCELLENT SERVICE,POSITIVE
4140,very happy with your excellent service,POSITIVE
4141,Jeeves have very very bad tech support team,NEGATIVE
4142,nice services,POSITIVE
4143,But installation services very bad,NEGATIVE
4144,best services,POSITIVE
4145,best service,POSITIVE
4146,installation services super I strongly recommend,POSITIVE
4147,bad service,NEGATIVE
4148,delivery boy is good,POSITIVE
4149,Very WOrst Service,NEGATIVE
4150,Delivery is very good,POSITIVE
4151,Fastest delivery from Flipkart thank,POSITIVE
4152,Installation is also Fast given by Jeeves Technicians ð Than,NEUTRAL
4153,Nice Product With Installation,POSITIVE
4154,Delivery was very fast,NEUTRAL
4155,Worst Installation team,NEGATIVE
4156,delivery is very fast,NEUTRAL
4157,delivery too was fast,NEUTRAL
4158,fast delivery,NEUTRAL
4159,Fast delivery,NEUTRAL
4160,excellent service,POSITIVE
4161,demo are very poor,NEGATIVE
4162,Excellent service,POSITIVE
4163,Great delivery,POSITIVE
4164,delivery is also good,POSITIVE
4165,Delhivery courier service was very bad,NEGATIVE
4166,fast delivery thanks,POSITIVE
4167,delivery also very good,POSITIVE
4168,delivery service is very good,POSITIVE
4169,delivery service is very good,POSITIVE
4170,Best on time delivery,POSITIVE
4171,delivery services very good,POSITIVE
4172,Thank you flipkartThank you Jeeves,POSITIVE
4173,Amazingly fast delivery,NEUTRAL
4174,superb service,POSITIVE
4175,delivery is very good and behaviour of delivery boy excellent,POSITIVE
4176,excellent delivery,POSITIVE
4177,good delivery,POSITIVE
4178,0ne day delivery thanks,POSITIVE
4179,Fast delivery,NEUTRAL
4180,delivery with good,POSITIVE
4181,Fast delivery,NEUTRAL
4182,Delivery was also fast,NEUTRAL
4183,EXCELLENT THIS OFFER AND THEIR SERVICE,POSITIVE
4184,best service,POSITIVE
4185,All in all excellent service,POSITIVE
4186,And please don't expect any services from mi,POSITIVE
4187,Excellent delivery,POSITIVE
4188,fast delivery,NEUTRAL
4189,good service,POSITIVE
4190,Good Service!!!,POSITIVE
4191,Bharosa packing so good,POSITIVE
4192,Thanks for Schedule delivery,POSITIVE
4193,awsome service thank,POSITIVE
4194,Good service,POSITIVE
4195,good service,POSITIVE
4196,service is nice,POSITIVE
4197,awesome service,POSITIVE
4198,delivery was good,POSITIVE
4199,Fast delivery,NEUTRAL
4200,fast delivery,NEUTRAL
4201,nice packing,POSITIVE
4202,I got it only 11249/- Delivery was very nice,POSITIVE
4203,good delivery,POSITIVE
4204,delivery service is good,POSITIVE
