,0,1,2
4427,hai,Thanks for filpkart fast delivery,POSITIVE
4428,pictures,good productGood delivery,POSITIVE
4429,pictures,Awesome installation service. fast delivery fast installationTechnician was very calm,POSITIVE
4430,quality,Thanks a lot to flipkart for your fast delivery,POSITIVE
4431,is,qualityAnd service also good,POSITIVE
4432,good,Super nice service,POSITIVE
4433,you,delivery amazing,POSITIVE
4434,can,thank u Very much fast delivery,POSITIVE
4435,watch,Delivery very fast best,POSITIVE
4436,best,Flipkart you are awesome delivery,POSITIVE
4437,quality,also not showing proper demo,NEUTRAL
4438,in,product nice service thank,POSITIVE
4439,had,product nice service thank,POSITIVE
4440,set,Awesome video Quality nice delivery,POSITIVE
4441,up,Thanks Flipkart for awesome delivery,POSITIVE
4442,box,ontime delivery as ensured by Flipkart in a well good,POSITIVE
4443,and,Great picture qualityFast delivery,POSITIVE
4444,had,Wonderful TV worth for Money Delivery,POSITIVE
4445,channels,Nice delivery,POSITIVE
4446,no,Super fast delivery,POSITIVE
4447,brightness,Thank you for the quick delivery :) nice product,POSITIVE
4448,superb,service for Flipkart good picture quality&,POSITIVE
4449,product,mi led installation by ahmed boxwala by jeeves service,NEUTRAL
4450,superb,fast delivery thanks,POSITIVE
4451,picture,super fast delivery,POSITIVE
4452,quality,Superb service,POSITIVE
4453,awesome,Super fast delivery,POSITIVE
4454,picture,delivery Good,POSITIVE
4455,clarity,super TV thank flipkart for nicely delivered,POSITIVE
4456,with,delivery not damage well my side full happy,POSITIVE
4457,reasonable,thank u flipkart for the amazing service,POSITIVE
4458,price,nice producte quick delivery,POSITIVE
4459,great,BEST PRODUCT IN THIS RANGE INSTALLATION IS VERY FAST,POSITIVE
4460,product,installation on time delivery good service excellent,POSITIVE
4461,picture,super fast delivery,POSITIVE
4462,quality,Nice product by mi 4a pro TVBest services,POSITIVE
4463,super,thanks to flipkart for fast delivery,POSITIVE
4464,super,Good  product amazing delivery,POSITIVE
4465,had,value for moneyfast delivery,POSITIVE
4466,quality,Product ð Fast Deliver,NEUTRAL
4467,videos,nice smart Led by Mi thanks flipkart for faster delivery,POSITIVE
4468,had,demo is worst,NEGATIVE
4469,used,installation service is very poor,NEGATIVE
4470,value,Good service jeeves good demo,POSITIVE
4471,for,flipkart is excellent in delivery,POSITIVE
4472,money,fast service i am happy ð Than,POSITIVE
4473,best,picture quality was great fast delivery,POSITIVE
4474,to,good quality good services,POSITIVE
4475,on,product fast delivery,NEUTRAL
4476,this,on time deliveryvalue for money product,NEUTRAL
4477,range,worst service,NEGATIVE
4478, V A L U E,Thank you flipkart for fast delivery,POSITIVE
4479, F O R,#Nice product value for money #And the installation,POSITIVE
4480, M O N E Great,deal good delivery,POSITIVE
4481,picture,product very good delivery,POSITIVE
4482,quality,service team is very bad too late,NEGATIVE
4483,and,Awesome flipcart your excellent service,POSITIVE
4484,speakers,Nice tv Best delivery,POSITIVE
4485,are,nice delivery timing thanks,POSITIVE
4486,goodfor,Poor delivery systemSever issue of,NEGATIVE
4487,it,super fast service,POSITIVE
4488,within,product fast service really happy,POSITIVE
4489,2,product fast service really happy,POSITIVE
4490,days,for such a good product delivery,POSITIVE
4491,process,good But installation bad bad service,NEGATIVE
4492,is,for money received in good condition,POSITIVE
4493,slow,great delivery as well great product,POSITIVE
4494,that,very good  tv delivery is realy nice,POSITIVE
4495,time,TV is good at this price with fast delivery,POSITIVE
4496,i,Amazing  fast delivery,POSITIVE
4497,am,feedback by ROHIT pardeshi And service is also good,POSITIVE
4498,irritated,good demo,POSITIVE
4499,son,supper very good service product very good in this budget,POSITIVE
4500,quality,Fast delivered for FlipkartThanks,NEUTRAL
4501,is,service is also good,POSITIVE
4502,took,good service from syed jeelan of Jeeves,POSITIVE
4503,good Picture,lightening fast delivery thanks,POSITIVE
4504,quality,delivery man is so good,POSITIVE
4505,is,product Happy with Flipkart service,POSITIVE
4506,good,nice tv nice customer service,POSITIVE
4507,value,Good product good Tv delivery,POSITIVE
4508,for,service by you guys thanks,POSITIVE
4509,money,superr i love it services super fast,POSITIVE
4510,43,product is nice delivery,POSITIVE
4511,inch,Deliver Good Installation Experience by Jeeves,POSITIVE
4512,to,great performancevery good flipkart service,POSITIVE
4513,is,to Flipkart for good service,POSITIVE
4514,price,TV Quality is good flipcart delivery,POSITIVE
4515,your,wonderful TV thanks to flipkart for one day delivery,POSITIVE
4516,pay,awesome product with good service,POSITIVE
4517,for Pros,product service is fast,NEUTRAL
4518,reasonable,thanks flipkart fast delivery,POSITIVE
4519,price,thanks flipkart fast delivery,POSITIVE
4520,picture,for money the delivery of the product was good,POSITIVE
4521,nice,delivery quality of flipkart was awesome,POSITIVE
4522,overall,product is awesome ðinstallation part is also goo,POSITIVE
4523,large,value for money fast delivery,POSITIVE
4524,screen,delivery  demo fast insaladan  good,POSITIVE
4525,with,And thank you flipkart for fast delivery,POSITIVE
4526,ask,picture quality fast delivery,NEUTRAL
4527,quality,thank you Flipkart for fast delivery!!,POSITIVE
4528,prep,service provided by me thank,POSITIVE
4529,nice,thanks flipkart for the  fast delivery,POSITIVE
4530,good,shopping experience since prompt delivery,NEUTRAL
4531,quality,fast delivery thanks,POSITIVE
4532,picture,thanks fp for such a fast delivery,POSITIVE
4533,go,great product great delivery,POSITIVE
4534,for,Installation service of flipkart was bad,NEGATIVE
4535,it,service is very poor,NEGATIVE
4536,awesome,he arranged for deliverythanks,NEUTRAL
4537,but,Don't buy very poor service,POSITIVE
4538,nice,awesome delivery,POSITIVE
4539,good,with quick delivery,NEUTRAL
4540,picture,good good service,POSITIVE
4541,quality,thanks for this nice service,POSITIVE
4542,picture,demo mi contract person of jeevas is very worst,NEGATIVE
4543,quality,thanks to flipkart great service,POSITIVE
4544,not,Super fast delivery,POSITIVE
4545,good,delivery is good,POSITIVE
4546,display,Thanks to Flipkart for quick delivery,POSITIVE
4547,brightness,Quality Nice Service,POSITIVE
4548,not,service of mi led tvThanks,NEUTRAL
4549,good,good product good delivery,POSITIVE
4550,complete,very good service very nice,POSITIVE
4551,low,installation person is very poor knowledge about this product,NEGATIVE
4552,quality,sound quality delivery so fast awesome,POSITIVE
4553,display,average overall experience is appreciated  fast service,POSITIVE
4554,sound,good delivery good product,POSITIVE
4555,good,nice delivery,POSITIVE
4556,sound,installation are very good I'm so happy thank,POSITIVE
4557,best,installation service is very very bad,NEGATIVE
4558,picture,Product is good nice packaging,POSITIVE
4559,quality,installation very,NEUTRAL
4560,screen,Awesome Television awesome installation service,POSITIVE
4561,mirror,SUPPORT IS VERY POOR FOR DEMO,NEGATIVE
4562,ok,excellent delivery product is average,POSITIVE
4563,no,Worst product evert didnât support,NEGATIVE
4564,connectivity,*Installation: Worst,NEGATIVE
4565,issue,good range with lots of featuresService,POSITIVE
4566,it,now installation complete thanks,POSITIVE
4567,awesome,customer service are best thank you flipkart,POSITIVE
4568,and,or fast delivery by flipkart good work,POSITIVE
4569,good,or fast delivery by flipkart good work,POSITIVE
4570,picture,Thanks a lot Flipkart for very speedy delivery,POSITIVE
4571,quality,product with very fast installation,NEUTRAL
4572,mi,Thank you for your fast delivery,POSITIVE
4573,give,quik service for flipkart thanks,POSITIVE
4574,google,installation process is really great thank,POSITIVE
4575,assistant,super excited Mi TV verry fast service,POSITIVE
4576,its,good product And goods delivered,POSITIVE
4577,really,Thank you Flipkart for quick service,POSITIVE
4578,goo,installation service is very slow please improve,POSITIVE
4579,ordered,its amazinginstallation Done right,NEUTRAL
4580,to,best MI TV best service from flipkart but courier,POSITIVE
4581,online,installation on time tanks flipkart  about,NEUTRAL
4582,so,Thnk u flipkart for super smooth service,POSITIVE
4583,i,awesome TV at great prices with good installation service,POSITIVE
4584,little,fast delivery best,POSITIVE
4585,bit,Awesome item thanks to Flipkart delivery,POSITIVE
4586,doubted,this tv have some issues but in update,NEUTRAL
4587,but,engineer do not install it properly or demo,NEUTRAL
4588,this,installation technician response,NEUTRAL
4589,to,Value for money fast delivery free service,POSITIVE
4590,just,Delivery is good thanks,POSITIVE
4591,awesome,delivery overall Nice,POSITIVE
4592,best,Good purchase delivery,POSITIVE
4593,picture,Quality is very good value for money Excellent service,POSITIVE
4594,quality,Super fast delivery,POSITIVE
4595,best,Amazing product in such a reasonable priceExcellent service,POSITIVE
4596,sound,Nice delivery nice product,POSITIVE
4597,best,Great product Nice delivery Excellent installation,POSITIVE
4598,connectivity,All r awesome fast delivery,POSITIVE
4599,2,Awsome product value for money Delivery very good,POSITIVE
4600,installation,best value for money android smart tv timely delivery,POSITIVE
4601, S M A R T,Really bad product with bad connectivityAlso Flipkart customer service,NEGATIVE
4602,tov,It will not working properly worst chormecast service,POSITIVE
4603,on,product fast delivery,NEUTRAL
4604, F L I P K A R T,LUMINARY LIFESTYLE FAST DELIVERY VERY NICE,POSITIVE
4605,in,It's nice service,POSITIVE
4606,budget,Thank you flipkart for the fast delivery,POSITIVE
4607,category,Thank you Flipkart very fast delivery nice,POSITIVE
4608,picture,Nice Product fast delivery installation amazing,POSITIVE
4609,quality,Thanks filpcard for fast delivery,POSITIVE
4610,is,Thanks Flipkart Best prodect very fast services delivered,POSITIVE
4611,excellent,picture quality Nice modelAs expected Nice service,POSITIVE
4612,with,product good delivery,POSITIVE
4613,good,Super nice product delivery,POSITIVE
4614,quality,osmBest tv in this price rangeFlipcart service,NEUTRAL
4615,sound,service will be so bad,NEGATIVE
4616,connectivity,good servicing instalation within two days fast service,POSITIVE
4617,options,nice fast delivery thank,POSITIVE
4618,are,Superb product ans delivery on time tooThanks,POSITIVE
4619,good,overall ExperienceBEST QUALITY VALUE FOR MONEY TVDelivery,POSITIVE
4620,product,thanks for on-time delivering nice service,POSITIVE
4621,but,rest the price: Value for money Product Delivery,POSITIVE
4622,screen,value for money product delivery services,POSITIVE
4623,mirror,delivery great thanks,POSITIVE
4624,function,Thanks ekart fast delivery,POSITIVE
4625,does,Nice product I happy with thatExcellent service,POSITIVE
4626,not,Super fast delivery flipkart thanks,POSITIVE
4627,connect,Thx to flipkart the delivery is before than delivery date,POSITIVE
4628,from,product 100% secitfaction fast service,NEUTRAL
4629,phone,value for money product osm product fast delivery,POSITIVE
4630,it,Thanks Flipkart Service very,POSITIVE
4631,needs,Great onlineshopping experience product is good delivery service,POSITIVE
4632,an,good installationgood service,POSITIVE
4633,extra,worst worst jeevas installation  no demo is given,NEGATIVE
4634,wi,all OK  Filpkart service is very good thanks,POSITIVE
4635,fi,Best value for money Android smart tvTimely delivery,POSITIVE
4636,connection,Good product for MI    Fast delivery,POSITIVE
4637,month,Good product installation,POSITIVE
4638,have,delivery boy was,NEUTRAL
4639,a,Worth to buy really good product packaging,POSITIVE
4640,sound,As per the rule Technician,NEUTRAL
4641,in,good price good quality on time delivery,POSITIVE
4642,the,Excellent product  value for money with fast installation,POSITIVE
4643,home,good product amazing price very good service,POSITIVE
4644,screen,productGood DeliveryAll Good Thanks,POSITIVE
4645,but,nice product very fast installation thank,POSITIVE
4646,its,Best quality best item best service I love,POSITIVE
4647,picture,picture is very nice sounds nice fast  delivery,POSITIVE
4648,is,product  good service,POSITIVE
4649,not,good work by flipkart they delivered,POSITIVE
4650,show,product good value of money MI after sale service,POSITIVE
4651,so,product good service price very low only 11000 thanks,POSITIVE
4652,dont,Thanks Flipkart Best product Short delivery timeAndQuick installation,POSITIVE
4653,buy,great delivery,POSITIVE
4654,this,led is good also service of Jeeves,POSITIVE
4655,worst,Nice product thanks flipkart for fastest delivery,POSITIVE
4656,bad,thane jeeves sandeep jambhure Very good service thank,POSITIVE
4657,product,super duper #Mi good service thanks,POSITIVE
4658,or,sound quality is also awesome thanks flipkart for to delivery,POSITIVE
4659,the,good product good servicing installations service is satisfied,POSITIVE
4660,server,fast service fast delivery,NEUTRAL
4661,is,excellent TV at excellent price with excellent delivery,POSITIVE
4662,not,quality is good Service,POSITIVE
4663,coming,Good sound  Value for Money Overall Good productDelivery,POSITIVE
4664,nice,First of all Thanks to flipcart for super fast delivery,POSITIVE
4665,to,service Flipkart nice TV picture quality,POSITIVE
4666,led,Thank you Flipkart for your awesome speed of delivery,POSITIVE
4667,picture,product good delivered thanks Flipkart Iâm so happy,POSITIVE
4668,super,productvalue for moneyThanks flipkart to quick delivery,NEUTRAL
4669,good,Flipkart for time to time best service thank,POSITIVE
4670,product,best product value of moneyfast delivery,POSITIVE
4671,good,nice delivery,POSITIVE
4672,sound,filpkart service installation good engineer vinod khichi,POSITIVE
4673,good,for price good delivery ekart good demo,POSITIVE
4674,picture,food product picture quality very good service,POSITIVE
4675,quality,Thank you flipkart for ur fast delivery,POSITIVE
