,0,1,2,,
3757,...one of the best phone on this price..... The performance also good..... Thank you Redmi....,The performance also good,POSITIVE,,
3758,...Awesome performance,Awesome performance,NEUTRAL,,
3759,...Good performance,Good performance,NEUTRAL,,
3760,...Good performance,Good performance,NEUTRAL,,
3761,...Good processer with good cam. cam 4/5processor 5/5Display 4/5Overall,Good processer with good cam,POSITIVE,,
3762,"...the price range it serves the purposeIf you are a heavy user then don't expect much from this phone at this price point, you need to have a higher budget for a",If you are a heavy user then don't expect much from this phone at this price point,NEUTRAL,,
3763,...Good performance valuable at price,Good performance valuable at price,POSITIVE,,
3764,...Super..battery  super performance,battery  super performance,POSITIVE,,
3765,...Nice mobile with good performance. Thanks Flipkart for fast delivery worth,Nice mobile with good performance,POSITIVE,,
3766,...Available at This TimeCamera Was Good Performance Is very good at this PrizeU will really AmazedBattery,Performance Is very good,POSITIVE,,
3767,...Nice performance and money vasual,Nice performance,NEUTRAL,,
3768,...Good performance,Good performance,NEUTRAL,,
3769,...Good performance ï¿½,Good performance ï¿½,NEUTRAL,,
3770,...thing about this mobile is battery life. If you want the mobile as for normal usage go for it. Otherwise not recommend.,If you want the mobile as for normal usage go for it,NEGATIVE,,
3771,...Good performance,Good performance,NEUTRAL,,
3772,...nice performance...2 day battery backup,nice performance,NEUTRAL,,
3773,...Nice performance,Nice performance,NEUTRAL,,
3774,...Awesome smartphone. Good performance.. Good battery backup..,Good performance,POSITIVE,,
3775,...Very good and performance good,performance good,POSITIVE,,
3776,...great and the charging time is quite less.Performance could be more better.Price is ok.,Performance could be more better,POSITIVE,,
3777,...Average performance compared to another smart phones.,Average performance compared to another smart phones,POSITIVE,,
3778,"...good,good camera,good looking device....good performance.....",good performance,NEUTRAL,,
3779,"...average, battery good, display average, performance good",performance good,POSITIVE,,
3780,"...average, battery good, display average, performance good",performance good,POSITIVE,,
3781,...high quality camera. battery backup and performance is good. I got it for rs 6000 only. with rs 2000,performance is good,POSITIVE,,
3782,...Nice performance,Nice performance,NEUTRAL,,
3783,...good phone... Very nice under this money...with a very good performance...The battery is massive .no other problems,with a very good performance,POSITIVE,,
3784,...Super performance,Super performance,NEUTRAL,,
3785,...Mobile performance good..Camera quality normal ...,Mobile performance good,NEUTRAL,,
3786,...Fast delivery...and good performance...,good performance,POSITIVE,,
3787,...coming to the performance it just OK   and it is also not suitable for heavy games like pubg this phone is better for old people and kids but not for the people who frequently,it is also not suitable for heavy games like pubg this phone is better for old people,POSITIVE,,
3788,...Nice performance,Nice performance,NEUTRAL,,
3789,...Value for money! Very good device,Very good device,POSITIVE,,
3790,...Good in performance and best in quality products,Good in performance,POSITIVE,,
3791,...Fast boosting and good performance. But some times hiting the the mobile. But,good performance,POSITIVE,,
3792,"...Flip cart is always good for online shopping,,,original product???,,,,,Osm mobile with excellent battery and performance but camera is some disappointment but good","Flip cart is always good for online shopping,,,original product???,,,,,Osm mobile with excellent battery and performance",POSITIVE,,
3793,...Poor camera quality and performance too.,Poor camera quality and performance too,NEUTRAL,,
3794,"...hike ... 9,500/- price of is not worth ..for daily very normal usage its OK Eg:  display,battery,camera etc.I have not",for daily very normal usage its OK Eg,POSITIVE,,
3795,...Nice colour and performance,Nice colour and performance,NEUTRAL,,
3796,...and u will regret if u buy this phone. Fingerprint sensor is very slow and phone gets heated quickly.dont buy,Fingerprint sensor is very slow,NEGATIVE,,
3797,...delivery service by flipkartCool productAmazing performanceGreat quality I Like â¤ it,Amazing performance,POSITIVE,,
3798,...Very nice performance.,Very nice performance,POSITIVE,,
3799,...Happy performance,Happy performance,NEUTRAL,,
3800,...Low price High performance,Low price High performance,NEUTRAL,,
3801,...Awesome performance,Awesome performance,NEUTRAL,,
3802,...Camera is not good.... display is not good Worst perfomance,Worst perfomance,POSITIVE,,
3803,...Best performance,Best performance,NEUTRAL,,
3804,...Low performance.,Low performance,NEUTRAL,,
3805,...Good performance,Good performance,NEUTRAL,,
3806,...battery backup because 5000 MAH battery and fast performance due to 4gb ram with 64 gb memory. seller is delivered that product on time,fast performance due to 4gb ram with 64 gb memory,NEUTRAL,,
3807,...This mobile is so good...And features are also very good.,features are also very good,POSITIVE,,
3808,...Good performance......,Good performance,NEUTRAL,,
3809,...Very happyNice performanceCool productAmazing Delivery service By,Nice performance,NEUTRAL,,
3810,"...Excellent performance, Camera quality is very good. Over all phone",Excellent performance,POSITIVE,,
3811,...Performance is very bad....Network issue is much more and heats,Performance is very bad,NEUTRAL,,
3812,...budget phone in this price range ....and have very good performance.,have very good performance,POSITIVE,,
3813,...Superb Performance Superb Battery Backup,Superb Performance,POSITIVE,,
3814,...Very nice and very good performance,very good performance,POSITIVE,,
3815,...Nice performance,Nice performance,NEUTRAL,,
3816,...Performance is good now don't know after,Performance is good,POSITIVE,,
3817,...Good camara big display high performance on gaming but battery drain very fast on gaming overall,Good camara big display high performance on gaming,NEUTRAL,,
3818,...Really a good device under 10k.,Really a good device under,POSITIVE,,
3819,"...Amazing phone with good specifications, performance, battery, design, display and camera. With","Amazing phone with good specifications, performance",POSITIVE,,
3820,"...Amazing phone with good specifications, performance, battery, design, display and camera. With","Amazing phone with good specifications, performance",POSITIVE,,
3821,...Overall a good device if bought before GST increment.Camera needs a bit more improvement.,Overall a good device if bought before GST increment,POSITIVE,,
3822,"...Good spec and performance, value for money",Good spec and performance,POSITIVE,,
3823,...Value for moneyAnd an excellent productGood battery and performance,Good battery and performance,POSITIVE,,
3824,...good performance,good performance,NEUTRAL,,
3825,"...Very good Mobile , Best Performance in Battery Service",Best Performance in Battery Service,POSITIVE,,
3826,...best in specs that he need I guess and its performance is good,performance is good,POSITIVE,,
3827,...Good phone. Good performance. Good battery.,Good performance,POSITIVE,,
3828,...Overall performance is very poor ï¿½ï¿½. Paise dhub gaye,Overall performance is very poor ï¿½,NEGATIVE,,
3829,...Awesome performance,Awesome performance,NEUTRAL,,
3830,...Very good performance...,Very good performance,POSITIVE,,
3831,...Battery and camera is quite Awesome. But performance is decent. Value for moneyGo for it,performance is decent,POSITIVE,,
3832,...Best performance best battery back up awesome experience with redmi 8,Best performance best battery back up awesome experience with redmi 8,POSITIVE,,
3833,"... Battery is a massive one ie 5000mah,  so it can last a day with moderate usage. I've played pubg on it a few times, it",so it can last a day with moderate usage,POSITIVE,,
3834,"...Performance is very goodNo hang,camera quality also average, display",Performance is very good,NEUTRAL,,
3835,...Mobile hanging problem,Mobile hanging problem,NEGATIVE,,
3836,...Nice I bought it @7200 and I think it is best overall good performance,I think it is best overall good performance,POSITIVE,,
3837,...Performance is worst,Performance is worst,NEGATIVE,,
3838,...Phn is hanging out,Phn is hanging out,NEUTRAL,,
3839,...Nice product good performance,Nice product good performance,POSITIVE,,
3840,...This phone have a good battery .Nice performance also .looks good .price range for this phone,Nice performance also,POSITIVE,,
3841,...xiaomi should fix the problems are :1. it get heat up after doing working on heavy software or games .2.the face lock sensor  is very much unsecure,it get heat up after doing working on heavy software or games,NEGATIVE,,
