Causal Phrase,Sentiment,,
Good device,NEUTRAL,,
performance super,POSITIVE,,
great battery backup good working of ram fast performance  nicely display back looking is great camera is great,POSITIVE,,
nice performance,POSITIVE,,
battery performance very good,POSITIVE,,
Awesome performance i like it,POSITIVE,,
features are good,POSITIVE,,
good performence,NEUTRAL,,
average performance,NEGATIVE,,
superb performance,NEUTRAL,,
nice performance,POSITIVE,,
so very good device,POSITIVE,,
Processor may be more powerful,POSITIVE,,
Good Features available in this Device,NEUTRAL,,
excellent performance thanks Flipkart,POSITIVE,,
performance is very good,POSITIVE,,
performance very bad,NEGATIVE,,
good performance,POSITIVE,,
Best Performance,POSITIVE,,
nice performance,POSITIVE,,
good performance,POSITIVE,,
nice performance,POSITIVE,,
good performance,POSITIVE,,
VERY SLOW PHONE,POSITIVE,,
very slow performance,NEGATIVE,,
very nice performance,POSITIVE,,
good performance thankyou redmi,NEUTRAL,,
processor is also good,POSITIVE,,
Average performance,NEGATIVE,,
processor is a little slow,NEUTRAL,,
perfomence is super,POSITIVE,,
value for money nice performance,POSITIVE,,
redmi 8 is best mobile best mobile battery is better camera is best performance is great,POSITIVE,,
good processor,NEGATIVE,,
Performance wise good,POSITIVE,,
This phone is very good performance,POSITIVE,,
Battery powerful performance,POSITIVE,,
features is good,POSITIVE,,
overall Performance is excellent,POSITIVE,,
bad performance,POSITIVE,,
Good features for the price,POSITIVE,,
best performance ðª,NEUTRAL,,
Redmi 7 In Good Phone in Good processor in Good 64Gb In Good 4G Ram,POSITIVE,,
nice performance,POSITIVE,,
good performance,NEUTRAL,,
Processor is slow,NEUTRAL,,
value of money 7999/- good performance always beautiful camera,POSITIVE,,
very slow performance,NEUTRAL,,
performance wise to there is a lot of lag,POSITIVE,,
great performance thanks to Flipkart for superfast,POSITIVE,,
features are good,POSITIVE,,
battery backup owesome means best performance,POSITIVE,,
The Battery can lost 2days even in heavy usage say 8 hours daily,POSITIVE,,
phone is very slow,NEGATIVE,,
display so good mobile performance very very good,POSITIVE,,
Awesome performance,NEUTRAL,,
great performance this price,NEUTRAL,,
Nice performance,POSITIVE,,
good processor,NEUTRAL,,
Performance was average,POSITIVE,,
performance is aslo very nice,POSITIVE,,
awesome performance ï¿½,POSITIVE,,
super performance,NEUTRAL,,
Good Device,POSITIVE,,
Performance is good,POSITIVE,,
very good performance in low rate ðï¿½,POSITIVE,,
better performance in this price,POSITIVE,,
So outstanding performance,POSITIVE,,
smooth performance,POSITIVE,,
AWESOME PERFORMANCE,POSITIVE,,
Phone hangs some times,NEGATIVE,,
Performance quite Good,POSITIVE,,
Nice performance,POSITIVE,,
bad performance,NEGATIVE,,
Performance is awesome,POSITIVE,,
Nice Phone under budget with good features,POSITIVE,,
if u play heavy games it is not for u,NEGATIVE,,
VERY GOOD PERFORMANCE,POSITIVE,,
GAMING performance is Surprisingly Good,POSITIVE,,
Good performance,POSITIVE,,
nice performance,POSITIVE,,
price is too high,NEUTRAL,,
price is too high,NEUTRAL,,
Great deal with flipcart,NEUTRAL,,
Value for money,NEUTRAL,,
Weast of money,NEUTRAL,,
value for money,NEUTRAL,,
Value for money,NEUTRAL,,
Value of Money,NEUTRAL,,
Value for money,POSITIVE,,
Best deal in goods price rate,NEUTRAL,,
Value of money,NEUTRAL,,
value for money,POSITIVE,,
Value for money,NEUTRAL,,
Very nice cellphone in less price,POSITIVE,,
You can also say so good at such a low price,NEGATIVE,,
This phone gives problems very much waste of money please don't buy this phone,NEGATIVE,,
Value of money sahi h,NEUTRAL,,
Best value of money,POSITIVE,,
Value for money go for it,POSITIVE,,
Good in this range,NEUTRAL,,
Low price,POSITIVE,,
Gd in this range,NEUTRAL,,
Value for money,NEGATIVE,,
Affordable price with all requirements,NEUTRAL,,
Nice product value for money,POSITIVE,,
Super phone for low price,NEGATIVE,,
Value for money ð¸ï¿½,NEUTRAL,,
Value for money,NEUTRAL,,
Price Very High,NEUTRAL,,
very nice mobile value for money,POSITIVE,,
value for money,NEUTRAL,,
value for money,POSITIVE,,
Value for money,NEUTRAL,,
Great Deal,NEUTRAL,,
Cost is very high,NEGATIVE,,
Value for money,POSITIVE,,
Value for money,NEUTRAL,,
Superb phone as per value of money,POSITIVE,,
Overall performance is good as value for money,POSITIVE,,
Good deal,NEUTRAL,,
Good budget phone,POSITIVE,,
Nyc phone for valuable money,POSITIVE,,
Good Budget phone with all features,POSITIVE,,
Value of money,NEUTRAL,,
This is value for money,POSITIVE,,
Value of money,NEUTRAL,,
Value for money,POSITIVE,,
Good for this Price,NEUTRAL,,
Value for money,NEUTRAL,,
best price,NEUTRAL,,
Not fluent as the other phones of same price,NEUTRAL,,
"The phone is literally good, value for money",POSITIVE,,
Value for money ð,NEUTRAL,,
good product for money,POSITIVE,,
Value of money,NEUTRAL,,
waste of money,NEGATIVE,,
.. value for mo,POSITIVE,,
Good Budget phone for elderly people,NEUTRAL,,
good in that price range,POSITIVE,,
Value of money,NEUTRAL,,
price is too much high,NEUTRAL,,
very good in this budget,POSITIVE,,
Waste of money,NEGATIVE,,
Value for money,NEUTRAL,,
Valuable for money,NEUTRAL,,
Value for money,NEUTRAL,,
no any problems in performance really good deal from redmi,POSITIVE,,
Good budget phone,NEUTRAL,,
Value for money,POSITIVE,,
very god product value for money,POSITIVE,,
Value for money,POSITIVE,,
Good product and value for money,POSITIVE,,
Value of money,NEUTRAL,,
Phone are value for mony,POSITIVE,,
Value for money,NEUTRAL,,
Value for money,NEUTRAL,,
It's good for middle man because its cheaper then other mobile so this phone is value for money I want to tell you guys must buy it,POSITIVE,,
Worth for money,NEUTRAL,,
"Product nice,value for money good",POSITIVE,,
Value for money,NEUTRAL,,
best camera in front and my budget phone,POSITIVE,,
Value for money,NEUTRAL,,
value for money,POSITIVE,,
At same price other brand give smaller screen size which i don't like,POSITIVE,,
Value For Money,POSITIVE,,
Good product buy for low budget,NEGATIVE,,
Value for money,POSITIVE,,
The best one in the market with a reasonable price ï¿½,POSITIVE,,
Good Value for Money,POSITIVE,,
Its really gud...value for money,NEUTRAL,,
Value for money thanks for Flipkart,POSITIVE,,
Best budget phine,NEUTRAL,,
Good product value for the money,POSITIVE,,
Value for money,NEUTRAL,,
It's good mobile and value for many,POSITIVE,,
Worth price,NEUTRAL,,
value of money,POSITIVE,,
A good product in affordable price,POSITIVE,,
Low budget best mobile,POSITIVE,,
Very good value for money phone,POSITIVE,,
It is too good at this affordable price,POSITIVE,,
Value for money,NEUTRAL,,
bcoz it is value for money ï¿½,POSITIVE,,
Good for its price,NEUTRAL,,
Value for money,NEUTRAL,,
Good budget phone,NEUTRAL,,
Value for money,NEUTRAL,,
Value for money,NEUTRAL,,
Nice value of money,POSITIVE,,
Lowest Price Best mobile,POSITIVE,,
Value for money,NEUTRAL,,
Waste of money,NEUTRAL,,
Value for money,NEUTRAL,,
A good mobile at good price,POSITIVE,,
Value for money,NEUTRAL,,
Good phone in affordable price,NEUTRAL,,
Nice mobile in lowest price,NEGATIVE,,
Xllnt Product at low price,NEGATIVE,,
Value for money,NEUTRAL,,
Redmi 8 Mobile Rich Mobile For Less Money,POSITIVE,,
Nice phone low prices highly service,NEGATIVE,,
Value for money,NEUTRAL,,
Nice product value for money,POSITIVE,,
it is value for money,POSITIVE,,
Best budget smartphone,NEUTRAL,,
Awsm mobile at low budget thank you so much flipkart,POSITIVE,,
Waste of money,NEUTRAL,,
Value for money,NEUTRAL,,
Value for money,NEUTRAL,,
Value for money,NEUTRAL,,
good for its Price,POSITIVE,,
Worth for money,NEUTRAL,,
Value for money,NEUTRAL,,
Value for money,NEUTRAL,,
Best mobile for value for money,POSITIVE,,
A great value for money phone,POSITIVE,,
good for price,POSITIVE,,
Value for money,NEUTRAL,,
price so high,NEUTRAL,,
Value for money,NEUTRAL,,
Value for money,NEUTRAL,,
Purchased during lockdown at higher price,POSITIVE,,
Value for money,NEUTRAL,,
Totally it is value for money,POSITIVE,,
Value for money,NEUTRAL,,
Value of money,POSITIVE,,
Best in this price,NEUTRAL,,
Value for money,NEUTRAL,,
Value of money this is good to online classes for children camera is good,POSITIVE,,
Value for money,NEGATIVE,,
waste of money,NEGATIVE,,
Nice one Value of money,POSITIVE,,
Best product and price also,NEUTRAL,,
cost is to high,POSITIVE,,
Super quality and value for maoney,POSITIVE,,
Value for money,NEUTRAL,,
Good product and value for money,POSITIVE,,
Nice mobile value for money,POSITIVE,,
Value for money,NEUTRAL,,
Nice mobile best value for money,POSITIVE,,
Nice phone at low budget,NEGATIVE,,
Value for money,NEUTRAL,,
Worth for money,NEUTRAL,,
Value for money,NEUTRAL,,
Nice phone with affordable price,NEUTRAL,,
Good amezing best value,POSITIVE,,
Value for money,NEUTRAL,,
good value of money,POSITIVE,,
value for money,POSITIVE,,
Value for money,NEUTRAL,,
Value for money,NEUTRAL,,
Total value for maoney,POSITIVE,,
Got it best price,POSITIVE,,
More specs for that budget good,POSITIVE,,
"Good, for its value",POSITIVE,,
Nice product and value for money,POSITIVE,,
Awesome bst value of money,POSITIVE,,
Good buy,NEUTRAL,,
Don't buy this phone it is waste of your money,NEGATIVE,,
I recommend for low budget you can go for this product,POSITIVE,,
Nice Good Budget Phone,POSITIVE,,
Best for this price,NEUTRAL,,
Value for money with extra saving,NEUTRAL,,
Value for money,NEUTRAL,,
Waste of money,POSITIVE,,
Very good cell  in low cost,POSITIVE,,
Best mid range smart phone at this price range,POSITIVE,,
Overall it is a best budget phone,POSITIVE,,
Value of money,NEUTRAL,,
Value for money,NEUTRAL,,
Value for money ð° phone,NEUTRAL,,
best in price range,POSITIVE,,
valuable for this money,POSITIVE,,
Good value of money got it for low price,POSITIVE,,
price should be less,NEUTRAL,,
Overall superbðð mobile phone in low budg,NEGATIVE,,
Value of money,NEUTRAL,,
Value for money,NEUTRAL,,
Good phone value for money,POSITIVE,,
Value for money,NEUTRAL,,
Value of money,NEUTRAL,,
Value for money,NEUTRAL,,
Value for money,POSITIVE,,
Value for money,NEUTRAL,,
Worth for money,NEUTRAL,,
Value for money,NEUTRAL,,
price should be less,NEUTRAL,,
Good product received by less money,NEUTRAL,,
best mob In low price,POSITIVE,,
Nice Mobile and Value for Money,POSITIVE,,
value of money,NEUTRAL,,
Value for money,NEUTRAL,,
BEST BUDGET PHONE UNDER 10000,NEUTRAL,,
worth for money,POSITIVE,,
Best for this price,NEUTRAL,,
Value for money only,NEUTRAL,,
value for money,NEUTRAL,,
Good in this price,POSITIVE,,
Overall value for money product,POSITIVE,,
Value of money,POSITIVE,,
"Best quality ,value for money",POSITIVE,,
value for money,NEUTRAL,,
value for money,NEUTRAL,,
It's good in less price,POSITIVE,,
A good buy in this budget,POSITIVE,,
Value of money,POSITIVE,,
Value for money,NEUTRAL,,
Price is best,POSITIVE,,
good for the price,POSITIVE,,
"Very good product, nice camera and good battery backup, value for moneyð",POSITIVE,,
Value for money,POSITIVE,,
Value of money,POSITIVE,,
Valu of money,NEUTRAL,,
Value for mony recomended,NEUTRAL,,
Best Value for money,POSITIVE,,
Waste of money,NEUTRAL,,
Value for money,NEUTRAL,,
Thanks Flipkart to give best price,POSITIVE,,
lvd it value for money,POSITIVE,,
value for money,POSITIVE,,
in mid range superb phone,POSITIVE,,
Nice products and value of money best performance,POSITIVE,,
Value for money,NEUTRAL,,
Really nice at this affordable price,POSITIVE,,
Good phone at good budget,POSITIVE,,
Waste of money it's not,NEUTRAL,,
very good in this budget,POSITIVE,,
nowadays it's having little high price,POSITIVE,,
surely value for money,POSITIVE,,
Wow this is great in such price,POSITIVE,,
Value for money,NEUTRAL,,
Value for money,NEUTRAL,,
Good price more fun,POSITIVE,,
Best at this price value for money sure,POSITIVE,,
it is good product value of money,POSITIVE,,
price is high,NEUTRAL,,
Wonderful product in good price,POSITIVE,,
Good products good quality and this price,POSITIVE,,
Value for money,NEUTRAL,,
valuable for money,POSITIVE,,
Nice product value for money,POSITIVE,,
Best phone ia in the lowest price,NEGATIVE,,
Value of money,POSITIVE,,
Value for money,NEUTRAL,,
Value for money,NEUTRAL,,
Good value for money,POSITIVE,,
It's really good mobile value for money,POSITIVE,,
Value for money,POSITIVE,,
Value for money,NEUTRAL,,
very good price wise all thing is gud,POSITIVE,,
Waste of money same features 8500,NEUTRAL,,
value of money,POSITIVE,,
Good mobile value of money,POSITIVE,,
Very good mobile value for money,POSITIVE,,
Best budget phone,NEUTRAL,,
Good in this price,NEUTRAL,,
Ok it's nice one value for money,POSITIVE,,
Value for money,POSITIVE,,
Super value of money,POSITIVE,,
Good produced value of money,POSITIVE,,
Valu for money,POSITIVE,,
Best price,POSITIVE,,
Money worthy phone,POSITIVE,,
